DataAcc	SpecAcc	Age	RunID	ZTime	gtype	light	temp	sampleID	bname	header_	ZTime_int	fname_	date	genome	tophatOpt	trimmoOpt	type		sampleCode	mapped_reads	total_reads	runID
149RS23	Bd	Wk2	149R	ZT22	Bdelf3	SD		S23		Age=Wk2_RunID=149R_ZTime=ZT22_gtype=Bdelf3_light=SD_sampleID=S23	22	/home/feng/data/syno3_PW/RNA-seq/Mapped_data/pipeline_rnaseq//149R/S23/elf3-ZT22-SD_S23.stringtie.count										149R
144RS17	Bd	Wk3	144R	ZT0	Bdelf3	SD		S17		Age=Wk3_RunID=144R_ZTime=ZT0_gtype=Bdelf3_light=SD_sampleID=S17	0	/media/pw_synology3/BrachyPhoton/Mapped_data/144R/144R_17_DN-41033279/Exp0024-ZT0-Bdelf3-SD_S17.stringtie.count										144R
144RS18	Bd	Wk3	144R	ZT4	Bdelf3	SD		S18		Age=Wk3_RunID=144R_ZTime=ZT4_gtype=Bdelf3_light=SD_sampleID=S18	4	/media/pw_synology3/BrachyPhoton/Mapped_data/144R/144R_18_DN-41049215/Exp0024-ZT4-Bdelf3-SD_S18.stringtie.count										144R
144RS19	Bd	Wk3	144R	ZT8	Bdelf3	SD		S19		Age=Wk3_RunID=144R_ZTime=ZT8_gtype=Bdelf3_light=SD_sampleID=S19	8	/media/pw_synology3/BrachyPhoton/Mapped_data/144R/144R_19_DN-41029244/Exp0024-ZT8-Bdelf3-SD_S19.stringtie.count										144R
144RS20	Bd	Wk3	144R	ZT12	Bdelf3	SD		S20		Age=Wk3_RunID=144R_ZTime=ZT12_gtype=Bdelf3_light=SD_sampleID=S20	12	/media/pw_synology3/BrachyPhoton/Mapped_data/144R/144R_20_DN-41033282/Exp0024-ZT12-Bdelf3-SD_S20.stringtie.count										144R
144RS21	Bd	Wk3	144R	ZT16	Bdelf3	SD		S21		Age=Wk3_RunID=144R_ZTime=ZT16_gtype=Bdelf3_light=SD_sampleID=S21	16	/media/pw_synology3/BrachyPhoton/Mapped_data/144R/144R_21_DN-41055094/Exp0024-ZT-8-Bdelf3-SD_S21.stringtie.count										144R
144RS16	Bd	Wk3	144R	ZT20	Bdelf3	SD		S16		Age=Wk3_RunID=144R_ZTime=ZT20_gtype=Bdelf3_light=SD_sampleID=S16	20	/media/pw_synology3/BrachyPhoton/Mapped_data/144R/144R_16_DN-41051192/Exp0024-ZT-4-Bdelf3-SD_S16.stringtie.count										144R
143RS6	Bd	Wk4	143R	ZT0	Bdphyc	LD		S6		Age=Wk4_RunID=143R_ZTime=ZT0_gtype=Bdphyc_light=LD_sampleID=S6	0	/media/pw_synology3/BrachyPhoton/Mapped_data/143R/143R_6_DN-41139556/Exp0024-ZT20-Bdphyc_S6.stringtie.count										143R
143RS2	Bd	Wk4	143R	ZT8	Bdphyc	LD		S2		Age=Wk4_RunID=143R_ZTime=ZT8_gtype=Bdphyc_light=LD_sampleID=S2	8	/media/pw_synology3/BrachyPhoton/Mapped_data/143R/143R_2_DN-41149121/Exp0024-ZT8-Bdphyc_S2.stringtie.count										143R
143RS4	Bd	Wk4	143R	ZT16	Bdphyc	LD		S4		Age=Wk4_RunID=143R_ZTime=ZT16_gtype=Bdphyc_light=LD_sampleID=S4	16	/media/pw_synology3/BrachyPhoton/Mapped_data/143R/143R_4_DN-41137559/Exp0024-ZT16-Bdphyc_S4.stringtie.count										143R
149RS13	Bd		149R		Doro			S13			-100	/home/feng/data/syno3_PW/RNA-seq/Mapped_data/pipeline_rnaseq//149R/S13/Doro-270_S13.stringtie.count										149R
149RS2	Bd		149R	ZT9	Exp0028			S2			9	/home/feng/data/syno3_PW/RNA-seq/Mapped_data/pipeline_rnaseq//149R/S2/Exp0028-1-ZT9_S2.stringtie.count										149R
149RS3	Bd		149R	ZT9	Exp0028			S3			9	/home/feng/data/syno3_PW/RNA-seq/Mapped_data/pipeline_rnaseq//149R/S3/Exp0028-1-ZT9-24h_S3.stringtie.count										149R
149RS4	Bd		149R	ZT9	Exp0028			S4			9	/home/feng/data/syno3_PW/RNA-seq/Mapped_data/pipeline_rnaseq//149R/S4/Exp0028-7-ZT9_S4.stringtie.count										149R
149RS5	Bd		149R	ZT9	Exp0028			S5			9	/home/feng/data/syno3_PW/RNA-seq/Mapped_data/pipeline_rnaseq//149R/S5/Exp0028-7-ZT9-24h_S5.stringtie.count										149R
149RS7	Bd		149R	ZT9	Exp0028			S7			9	/home/feng/data/syno3_PW/RNA-seq/Mapped_data/pipeline_rnaseq//149R/S7/Exp0028-8-ZT9-24h_S7.stringtie.count										149R
149RS6	Bd		149R	ZT9	Exp0028			S6			9	/home/feng/data/syno3_PW/RNA-seq/Mapped_data/pipeline_rnaseq//149R/S6/Exp0028-8-ZT9_S6.stringtie.count										149R
149RS1	Bd		149R		Martin			S1			-100	/home/feng/data/syno3_PW/RNA-seq/Mapped_data/pipeline_rnaseq//149R/S1/Martin-morning-transcript-E5_S1.stringtie.count										149R
149RS10	Bd		149R		apices			S10			-100	/home/feng/data/syno3_PW/RNA-seq/Mapped_data/pipeline_rnaseq//149R/S10/Exp0017-Bd-apices-2rep-3_S10.stringtie.count										149R
149RS12	Bd		149R		apices			S12			-100	/home/feng/data/syno3_PW/RNA-seq/Mapped_data/pipeline_rnaseq//149R/S12/Exp0017-Bd-apices-2rep-5_S12.stringtie.count										149R
149RS11	Bd		149R		apices			S11			-100	/home/feng/data/syno3_PW/RNA-seq/Mapped_data/pipeline_rnaseq//149R/S11/Exp0017-Bd-apices-2rep-4_S11.stringtie.count										149R
149RS9	Bd		149R		apices			S9			-100	/home/feng/data/syno3_PW/RNA-seq/Mapped_data/pipeline_rnaseq//149R/S9/Exp0017-Bd-apices-2rep-2_S9.stringtie.count										149R
149RS8	Bd		149R		apices			S8			-100	/home/feng/data/syno3_PW/RNA-seq/Mapped_data/pipeline_rnaseq//149R/S8/Exp0017-Bd-apices-2rep-1_S8.stringtie.count										149R
149RS24	Bd	Wk2	149R	ZT0	phyC	LD		S24			0	/home/feng/data/syno3_PW/RNA-seq/Mapped_data/pipeline_rnaseq//149R/S24/phyC-ZT0-LD_S24.stringtie.count										149R
149RS25	Bd	Wk2	149R	ZT1	phyC	LD		S25			1	/home/feng/data/syno3_PW/RNA-seq/Mapped_data/pipeline_rnaseq//149R/S25/phyC-ZT1-LD_S25.stringtie.count										149R
149RS26	Bd	Wk2	149R	ZT4	phyC	LD		S26			4	/home/feng/data/syno3_PW/RNA-seq/Mapped_data/pipeline_rnaseq//149R/S26/phyC-ZT4-LD_S26.stringtie.count										149R
149RS27	Bd	Wk2	149R	ZT8	phyC	LD		S27			8	/home/feng/data/syno3_PW/RNA-seq/Mapped_data/pipeline_rnaseq//149R/S27/phyC-ZT8-LD_S27.stringtie.count										149R
149RS28	Bd	Wk2	149R	ZT12	phyC	LD		S28			12	/home/feng/data/syno3_PW/RNA-seq/Mapped_data/pipeline_rnaseq//149R/S28/phyC-ZT12-LD_S28.stringtie.count										149R
149RS29	Bd	Wk2	149R	ZT16	phyC	LD		S29			16	/home/feng/data/syno3_PW/RNA-seq/Mapped_data/pipeline_rnaseq//149R/S29/phyC-ZT16-LD_S29.stringtie.count										149R
149RS30	Bd	Wk2	149R	ZT20	phyC	LD		S30			20	/home/feng/data/syno3_PW/RNA-seq/Mapped_data/pipeline_rnaseq//149R/S30/phyC-ZT20-LD_S30.stringtie.count										149R
2_32R_02-ler-0	Ler			ZT12	ler-0		22C				12	/media/pw_synology/RNA-Seq/Mapped_data/Dirty/home/feng/syno/PW-HiSeq_synology_20150401/HiSeq_mapped/RNA-seq_timecourse/RNA-seq_extra_Col_Ler_20141101/2_32R_02_rna-seq_20141101_ler-0_22C_ZT-12_trimmo_paired_2_10_5_1_tophat_19genomes_ler_nomixed_unstranded_sorted_rmdup_picard_combined_read.txt.clean	20141101	19genomes_ler	tophat_19genomes_ler_nomixed_unstranded_sorted_rmdup_picard_combined_read.txt	trimmo_paired_2_10_5_1	rna-seq					
2_18R_A005-phyyhb	Ler			ZT0	phyyhb		22C				0	/media/pw_synology/RNA-Seq/Mapped_data/Dirty/home/feng/syno/PW-HiSeq_synology_20150401/HiSeq_mapped/RNA-seq_timecourse/RNA-seq_phyYHB_22C_BGI_20140814_20141101/RNA-seq_phyyhb_22C_ZT0_BGI20140814_20150408/2_18R_A005_rna-seq_20141101_phyyhb_22C_ZT0_trimmo_paired_2_10_5_1_tophat_19genomes_ler_nomixed_unstranded_sorted_rmdup_picard_combined_read.txt.clean	20141101	19genomes_ler	tophat_19genomes_ler_nomixed_unstranded_sorted_rmdup_picard_combined_read.txt	trimmo_paired_2_10_5_1	rna-seq					
2_19R_A005-phyyhb	Ler			ZT1	phyyhb		22C				1	/media/pw_synology/RNA-Seq/Mapped_data/Dirty/home/feng/syno/PW-HiSeq_synology_20150401/HiSeq_mapped/RNA-seq_timecourse/RNA-seq_phyYHB_22C_BGI_20140814_20141101/RNA-seq_phyyhb_22C_ZT1_BGI20140814_20150408/2_19R_A005_rna-seq_20141101_phyyhb_22C_ZT1_trimmo_paired_2_10_5_1_tophat_19genomes_ler_nomixed_unstranded_sorted_rmdup_picard_combined_read.txt.clean	20141101	19genomes_ler	tophat_19genomes_ler_nomixed_unstranded_sorted_rmdup_picard_combined_read.txt	trimmo_paired_2_10_5_1	rna-seq					
2_16R_01-phyyhb	Ler			ZT20	phyyhb		22C				20	/media/pw_synology/RNA-Seq/Mapped_data/Dirty/home/feng/syno/PW-HiSeq_synology_20150401/HiSeq_mapped/RNA-seq_timecourse/RNA-seq_phyYHB_22C_BGI_20140814_20141101/RNA-seq_phyyhb_22C_ZT-4_BGI20140814_20150408/2_16R_01_rna-seq_20141101_phyyhb_22C_ZT-4_trimmo_paired_2_10_5_1_tophat_19genomes_ler_nomixed_unstranded_sorted_rmdup_picard_combined_read.txt.clean	20141101	19genomes_ler	tophat_19genomes_ler_nomixed_unstranded_sorted_rmdup_picard_combined_read.txt	trimmo_paired_2_10_5_1	rna-seq					
2_17R_A005-phyyhb	Ler			ZT22	phyyhb		22C				22	/media/pw_synology/RNA-Seq/Mapped_data/Dirty/home/feng/syno/PW-HiSeq_synology_20150401/HiSeq_mapped/RNA-seq_timecourse/RNA-seq_phyYHB_22C_BGI_20140814_20141101/RNA-seq_phyyhb_22C_ZT-2_BGI20140814_20150408/2_17R_A005_rna-seq_20141101_phyyhb_22C_ZT-2_trimmo_paired_2_10_5_1_tophat_19genomes_ler_nomixed_unstranded_sorted_rmdup_picard_combined_read.txt.clean	20141101	19genomes_ler	tophat_19genomes_ler_nomixed_unstranded_sorted_rmdup_picard_combined_read.txt	trimmo_paired_2_10_5_1	rna-seq					
169RS17	Bd	Wk4	169R	ZT0	Bd21	LD		S17	Bd21-3-LD--ZT0_S17_trimmo_paired_2_10_5_1_tophat_Bd_nomixed_sorted_rmdup_picard_combined_read		0	/home/feng/data/syno3_PW/RNA-seq/Mapped_data/169R_Brachy/Bd21-3-LD--ZT0_S17/Bd21-3-LD--ZT0_S17_trimmo_paired_2_10_5_1_tophat_Bd_nomixed_sorted_rmdup_picard_combined_read.txt										169R
169RS26	Bd	Wk4	169R	ZT4	BdELF3OX	LD		S26	ELF3-OX-LD--ZT4_S26_trimmo_paired_2_10_5_1_tophat_Bd_nomixed_sorted_rmdup_picard_combined_read		4	/home/feng/data/syno3_PW/RNA-seq/Mapped_data/169R_Brachy/ELF3-OX-LD--ZT4_S26/ELF3-OX-LD--ZT4_S26_trimmo_paired_2_10_5_1_tophat_Bd_nomixed_sorted_rmdup_picard_combined_read.txt										169R
169RS27	Bd	Wk4	169R	ZT12	BdELF3OX	LD		S27	ELF3-OX-LD--ZT12_S27_trimmo_paired_2_10_5_1_tophat_Bd_nomixed_sorted_rmdup_picard_combined_read		12	/home/feng/data/syno3_PW/RNA-seq/Mapped_data/169R_Brachy/ELF3-OX-LD--ZT12_S27/ELF3-OX-LD--ZT12_S27_trimmo_paired_2_10_5_1_tophat_Bd_nomixed_sorted_rmdup_picard_combined_read.txt										169R
169RS28	Bd	Wk4	169R	ZT20	BdELF3OX	LD		S28	ELF3-OX-LD--ZT20_S28_trimmo_paired_2_10_5_1_tophat_Bd_nomixed_sorted_rmdup_picard_combined_read		20	/home/feng/data/syno3_PW/RNA-seq/Mapped_data/169R_Brachy/ELF3-OX-LD--ZT20_S28/ELF3-OX-LD--ZT20_S28_trimmo_paired_2_10_5_1_tophat_Bd_nomixed_sorted_rmdup_picard_combined_read.txt										169R
169RS29	Bd	0-day	169R	ZT4	Bd21	LD		S29	Bd21-3-LD--ZT4-0-day_S29_trimmo_paired_2_10_5_1_tophat_Bd_nomixed_sorted_rmdup_picard_combined_read		4	/home/feng/data/syno3_PW/RNA-seq/Mapped_data/169R_Brachy/Bd21-3-LD--ZT4-0-day_S29/Bd21-3-LD--ZT4-0-day_S29_trimmo_paired_2_10_5_1_tophat_Bd_nomixed_sorted_rmdup_picard_combined_read.txt										169R
169RS30	Bd	2day	169R	ZT4	Bd21	LD		S30	Bd21-3-LD--ZT4-2day_S30_trimmo_paired_2_10_5_1_tophat_Bd_nomixed_sorted_rmdup_picard_combined_read		4	/home/feng/data/syno3_PW/RNA-seq/Mapped_data/169R_Brachy/Bd21-3-LD--ZT4-2day_S30/Bd21-3-LD--ZT4-2day_S30_trimmo_paired_2_10_5_1_tophat_Bd_nomixed_sorted_rmdup_picard_combined_read.txt										169R
169RS31	Bd	4day	169R	ZT4	Bd21	LD		S31	Bd21-3-LD--ZT4-4day_S31_trimmo_paired_2_10_5_1_tophat_Bd_nomixed_sorted_rmdup_picard_combined_read		4	/home/feng/data/syno3_PW/RNA-seq/Mapped_data/169R_Brachy/Bd21-3-LD--ZT4-4day_S31/Bd21-3-LD--ZT4-4day_S31_trimmo_paired_2_10_5_1_tophat_Bd_nomixed_sorted_rmdup_picard_combined_read.txt										169R
169RS32	Bd	6day	169R	ZT4	Bd21	LD		S32	Bd21-3-LD--ZT4-6day_S32_trimmo_paired_2_10_5_1_tophat_Bd_nomixed_sorted_rmdup_picard_combined_read		4	/home/feng/data/syno3_PW/RNA-seq/Mapped_data/169R_Brachy/Bd21-3-LD--ZT4-6day_S32/Bd21-3-LD--ZT4-6day_S32_trimmo_paired_2_10_5_1_tophat_Bd_nomixed_sorted_rmdup_picard_combined_read.txt										169R
169RS33	Bd	8day	169R	ZT4	Bd21	LD		S33	Bd21-3-LD--ZT4-8day_S33_trimmo_paired_2_10_5_1_tophat_Bd_nomixed_sorted_rmdup_picard_combined_read		4	/home/feng/data/syno3_PW/RNA-seq/Mapped_data/169R_Brachy/Bd21-3-LD--ZT4-8day_S33/Bd21-3-LD--ZT4-8day_S33_trimmo_paired_2_10_5_1_tophat_Bd_nomixed_sorted_rmdup_picard_combined_read.txt										169R
169RS34	Bd	10-day	169R	ZT4	Bd21	LD		S34	Bd21-3-LD--ZT4-10-day_S34_trimmo_paired_2_10_5_1_tophat_Bd_nomixed_sorted_rmdup_picard_combined_read		4	/home/feng/data/syno3_PW/RNA-seq/Mapped_data/169R_Brachy/Bd21-3-LD--ZT4-10-day_S34/Bd21-3-LD--ZT4-10-day_S34_trimmo_paired_2_10_5_1_tophat_Bd_nomixed_sorted_rmdup_picard_combined_read.txt										169R
169RS18	Bd	Wk4	169R	ZT4	Bd21	LD		S18	Bd21-3-LD--ZT4_S18_trimmo_paired_2_10_5_1_tophat_Bd_nomixed_sorted_rmdup_picard_combined_read		4	/home/feng/data/syno3_PW/RNA-seq/Mapped_data/169R_Brachy/Bd21-3-LD--ZT4_S18/Bd21-3-LD--ZT4_S18_trimmo_paired_2_10_5_1_tophat_Bd_nomixed_sorted_rmdup_picard_combined_read.txt										169R
169RS19	Bd	Wk4	169R	ZT12	Bd21	LD		S19	Bd21-3-LD--ZT12_S19_trimmo_paired_2_10_5_1_tophat_Bd_nomixed_sorted_rmdup_picard_combined_read		12	/home/feng/data/syno3_PW/RNA-seq/Mapped_data/169R_Brachy/Bd21-3-LD--ZT12_S19/Bd21-3-LD--ZT12_S19_trimmo_paired_2_10_5_1_tophat_Bd_nomixed_sorted_rmdup_picard_combined_read.txt										169R
169RS20	Bd	Wk4	169R	ZT20	Bd21	LD		S20	Bd21-3-LD--ZT20_S20_trimmo_paired_2_10_5_1_tophat_Bd_nomixed_sorted_rmdup_picard_combined_read		20	/home/feng/data/syno3_PW/RNA-seq/Mapped_data/169R_Brachy/Bd21-3-LD--ZT20_S20/Bd21-3-LD--ZT20_S20_trimmo_paired_2_10_5_1_tophat_Bd_nomixed_sorted_rmdup_picard_combined_read.txt										169R
169RS21	Bd		169R	ZT0	pif2-crispr	LD		S21	pif2-crispr-LD--ZT0_S21_trimmo_paired_2_10_5_1_tophat_Bd_nomixed_sorted_rmdup_picard_combined_read		0	/home/feng/data/syno3_PW/RNA-seq/Mapped_data/169R_Brachy/pif2-crispr-LD--ZT0_S21/pif2-crispr-LD--ZT0_S21_trimmo_paired_2_10_5_1_tophat_Bd_nomixed_sorted_rmdup_picard_combined_read.txt										169R
169RS22	Bd		169R	ZT4	pif2-crispr	LD		S22	pif2-crispr-LD--ZT4_S22_trimmo_paired_2_10_5_1_tophat_Bd_nomixed_sorted_rmdup_picard_combined_read		4	/home/feng/data/syno3_PW/RNA-seq/Mapped_data/169R_Brachy/pif2-crispr-LD--ZT4_S22/pif2-crispr-LD--ZT4_S22_trimmo_paired_2_10_5_1_tophat_Bd_nomixed_sorted_rmdup_picard_combined_read.txt										169R
169RS23	Bd		169R	ZT12	pif2-crispr	LD		S23	pif2-crispr-LD--ZT12_S23_trimmo_paired_2_10_5_1_tophat_Bd_nomixed_sorted_rmdup_picard_combined_read		12	/home/feng/data/syno3_PW/RNA-seq/Mapped_data/169R_Brachy/pif2-crispr-LD--ZT12_S23/pif2-crispr-LD--ZT12_S23_trimmo_paired_2_10_5_1_tophat_Bd_nomixed_sorted_rmdup_picard_combined_read.txt										169R
169RS24	Bd		169R	ZT20	pif2-crispr	LD		S24	pif2-crispr-LD--ZT20_S24_trimmo_paired_2_10_5_1_tophat_Bd_nomixed_sorted_rmdup_picard_combined_read		20	/home/feng/data/syno3_PW/RNA-seq/Mapped_data/169R_Brachy/pif2-crispr-LD--ZT20_S24/pif2-crispr-LD--ZT20_S24_trimmo_paired_2_10_5_1_tophat_Bd_nomixed_sorted_rmdup_picard_combined_read.txt										169R
169RS25	Bd	Wk4	169R	ZT0	BdELF3OX	LD		S25	ELF3-OX-LD--ZT0_S25_trimmo_paired_2_10_5_1_tophat_Bd_nomixed_sorted_rmdup_picard_combined_read		0	/home/feng/data/syno3_PW/RNA-seq/Mapped_data/169R_Brachy/ELF3-OX-LD--ZT0_S25/ELF3-OX-LD--ZT0_S25_trimmo_paired_2_10_5_1_tophat_Bd_nomixed_sorted_rmdup_picard_combined_read.txt										169R
193RS5	Bd	Wk3	193R	ZT16	Bd21	LD	20C	S5	193R-Bd21-3-LD-20C-ZT16_S5.stringtie		16	/home/feng/data/syno3_PW/RNA-seq/Mapped_data/pipeline_rnaseq/193R/S5/193R-Bd21-3-LD-20C-ZT16_S5.stringtie.count										193R
193RS4	Bd	Wk3	193R	ZT12	Bd21	LD	20C	S4	193R-Bd21-3-LD-20C-ZT12_S4.stringtie		12	/home/feng/data/syno3_PW/RNA-seq/Mapped_data/pipeline_rnaseq/193R/S4/193R-Bd21-3-LD-20C-ZT12_S4.stringtie.count										193R
193RS1	Bd	Wk3	193R	ZT0	Bd21	LD	20C	S1	193R-Bd21-3-LD-20C-ZT0_S1.stringtie		0	/home/feng/data/syno3_PW/RNA-seq/Mapped_data/pipeline_rnaseq/193R/S1/193R-Bd21-3-LD-20C-ZT0_S1.stringtie.count										193R
193RS6	Bd	Wk3	193R	ZT20	Bd21	LD	20C	S6	193R-Bd21-3-LD-20C-ZT20_S6.stringtie		20	/home/feng/data/syno3_PW/RNA-seq/Mapped_data/pipeline_rnaseq/193R/S6/193R-Bd21-3-LD-20C-ZT20_S6.stringtie.count										193R
193RS7	Bd	Wk3	193R	ZT22	Bd21	LD	20C	S7	193R-Bd21-3-LD-20C-ZT22_S7.stringtie		22	/home/feng/data/syno3_PW/RNA-seq/Mapped_data/pipeline_rnaseq/193R/S7/193R-Bd21-3-LD-20C-ZT22_S7.stringtie.count										193R
193RS2	Bd	Wk3	193R	ZT4	Bd21	LD	20C	S2	193R-Bd21-3-LD-20C-ZT4_S2.stringtie		4	/home/feng/data/syno3_PW/RNA-seq/Mapped_data/pipeline_rnaseq/193R/S2/193R-Bd21-3-LD-20C-ZT4_S2.stringtie.count										193R
193RS3	Bd	Wk3	193R	ZT8	Bd21	LD	20C	S3	193R-Bd21-3-LD-20C-ZT8_S3.stringtie		8	/home/feng/data/syno3_PW/RNA-seq/Mapped_data/pipeline_rnaseq/193R/S3/193R-Bd21-3-LD-20C-ZT8_S3.stringtie.count										193R
193RS8	Bd	Wk3	193R	ZT0	Bdelf3	LD	20C	S8	193R-bdelf3-LD-20C-ZT0_S8.stringtie		0	/home/feng/data/syno3_PW/RNA-seq/Mapped_data/pipeline_rnaseq/193R/S8/193R-bdelf3-LD-20C-ZT0_S8.stringtie.count										193R
193RS11	Bd	Wk3	193R	ZT12	Bdelf3	LD	20C	S11	193R-bdelf3-LD-20C-ZT12_S11.stringtie		12	/home/feng/data/syno3_PW/RNA-seq/Mapped_data/pipeline_rnaseq/193R/S11/193R-bdelf3-LD-20C-ZT12_S11.stringtie.count										193R
193RS12	Bd	Wk3	193R	ZT16	Bdelf3	LD	20C	S12	193R-bdelf3-LD-20C-ZT16_S12.stringtie		16	/home/feng/data/syno3_PW/RNA-seq/Mapped_data/pipeline_rnaseq/193R/S12/193R-bdelf3-LD-20C-ZT16_S12.stringtie.count										193R
193RS13	Bd	Wk3	193R	ZT20	Bdelf3	LD	20C	S13	193R-bdelf3-LD-20C-ZT20_S13.stringtie		20	/home/feng/data/syno3_PW/RNA-seq/Mapped_data/pipeline_rnaseq/193R/S13/193R-bdelf3-LD-20C-ZT20_S13.stringtie.count										193R
193RS14	Bd	Wk3	193R	ZT22	Bdelf3	LD	20C	S14	193R-bdelf3-LD-20C-ZT22_S14.stringtie		22	/home/feng/data/syno3_PW/RNA-seq/Mapped_data/pipeline_rnaseq/193R/S14/193R-bdelf3-LD-20C-ZT22_S14.stringtie.count										193R
193RS9	Bd	Wk3	193R	ZT4	Bdelf3	LD	20C	S9	193R-bdelf3-LD-20C-ZT4_S9.stringtie		4	/home/feng/data/syno3_PW/RNA-seq/Mapped_data/pipeline_rnaseq/193R/S9/193R-bdelf3-LD-20C-ZT4_S9.stringtie.count										193R
193RS10	Bd	Wk3	193R	ZT8	Bdelf3	LD	20C	S10	193R-bdelf3-LD-20C-ZT8_S10.stringtie		8	/home/feng/data/syno3_PW/RNA-seq/Mapped_data/pipeline_rnaseq/193R/S10/193R-bdelf3-LD-20C-ZT8_S10.stringtie.count										193R
196RS12	Bd	Wk3	196R	ZT8	ppd1-1	LD	20C	S12	196R-ppd1-1-LD-20C-ZT8_S12_Bd21-v3-1.stringtie		8	/home/feng/data/syno3_PW/RNA-seq/Mapped_data/pipeline_rnaseq/196R/S12/196R-ppd1-1-LD-20C-ZT8_S12_Bd21-v3-1.stringtie.count										196R
196RS1	Bd	Wk3	196R	ZT0	Bd21	LD	20C	S1	196R-Bd21-3-LD-20C-ZT0_S1_Bd21-v3-1.stringtie		0	/home/feng/data/syno3_PW/RNA-seq/Mapped_data/pipeline_rnaseq/196R/S1/196R-Bd21-3-LD-20C-ZT0_S1_Bd21-v3-1.stringtie.count										196R
196RS11	Bd	Wk3	196R	ZT4	ppd1-1	LD	20C	S11	196R-ppd1-1-LD-20C-ZT4_S11_Bd21-v3-1.stringtie		4	/home/feng/data/syno3_PW/RNA-seq/Mapped_data/pipeline_rnaseq/196R/S11/196R-ppd1-1-LD-20C-ZT4_S11_Bd21-v3-1.stringtie.count										196R
196RS10	Bd	Wk3	196R	ZT1	ppd1-1	LD	20C	S10	196R-ppd1-1-LD-20C-ZT1_S10_Bd21-v3-1.stringtie		1	/home/feng/data/syno3_PW/RNA-seq/Mapped_data/pipeline_rnaseq/196R/S10/196R-ppd1-1-LD-20C-ZT1_S10_Bd21-v3-1.stringtie.count										196R
196RS13	Bd	Wk3	196R	ZT12	ppd1-1	LD	20C	S13	196R-ppd1-1-LD-20C-ZT12_S13_Bd21-v3-1.stringtie		12	/home/feng/data/syno3_PW/RNA-seq/Mapped_data/pipeline_rnaseq/196R/S13/196R-ppd1-1-LD-20C-ZT12_S13_Bd21-v3-1.stringtie.count										196R
196RS14	Bd	Wk3	196R	ZT16	ppd1-1	LD	20C	S14	196R-ppd1-1-LD-20C-ZT16_S14_Bd21-v3-1.stringtie		16	/home/feng/data/syno3_PW/RNA-seq/Mapped_data/pipeline_rnaseq/196R/S14/196R-ppd1-1-LD-20C-ZT16_S14_Bd21-v3-1.stringtie.count										196R
196RS15	Bd	Wk3	196R	ZT20	ppd1-1	LD	20C	S15	196R-ppd1-1-LD-20C-ZT20_S15_Bd21-v3-1.stringtie		20	/home/feng/data/syno3_PW/RNA-seq/Mapped_data/pipeline_rnaseq/196R/S15/196R-ppd1-1-LD-20C-ZT20_S15_Bd21-v3-1.stringtie.count										196R
196RS16	Bd	Wk3	196R	ZT22	ppd1-1	LD	20C	S16	196R-ppd1-1-LD-20C-ZT22_S16_Bd21-v3-1.stringtie		22	/home/feng/data/syno3_PW/RNA-seq/Mapped_data/pipeline_rnaseq/196R/S16/196R-ppd1-1-LD-20C-ZT22_S16_Bd21-v3-1.stringtie.count										196R
196RS2	Bd	Wk3	196R	ZT1	Bd21	LD	20C	S2	196R-Bd21-3-LD-20C-ZT1_S2_Bd21-v3-1.stringtie		1	/home/feng/data/syno3_PW/RNA-seq/Mapped_data/pipeline_rnaseq/196R/S2/196R-Bd21-3-LD-20C-ZT1_S2_Bd21-v3-1.stringtie.count										196R
196RS4	Bd	Wk3	196R	ZT8	Bd21	LD	20C	S4	196R-Bd21-3-LD-20C-ZT8_S4_Bd21-v3-1.stringtie		8	/home/feng/data/syno3_PW/RNA-seq/Mapped_data/pipeline_rnaseq/196R/S4/196R-Bd21-3-LD-20C-ZT8_S4_Bd21-v3-1.stringtie.count										196R
196RS3	Bd	Wk3	196R	ZT4	Bd21	LD	20C	S3	196R-Bd21-3-LD-20C-ZT4_S3_Bd21-v3-1.stringtie		4	/home/feng/data/syno3_PW/RNA-seq/Mapped_data/pipeline_rnaseq/196R/S3/196R-Bd21-3-LD-20C-ZT4_S3_Bd21-v3-1.stringtie.count										196R
196RS5	Bd	Wk3	196R	ZT12	Bd21	LD	20C	S5	196R-Bd21-3-LD-20C-ZT12_S5_Bd21-v3-1.stringtie		12	/home/feng/data/syno3_PW/RNA-seq/Mapped_data/pipeline_rnaseq/196R/S5/196R-Bd21-3-LD-20C-ZT12_S5_Bd21-v3-1.stringtie.count										196R
196RS8	Bd	Wk3	196R	ZT22	Bd21	LD	20C	S8	196R-Bd21-3-LD-20C-ZT22_S8_Bd21-v3-1.stringtie		22	/home/feng/data/syno3_PW/RNA-seq/Mapped_data/pipeline_rnaseq/196R/S8/196R-Bd21-3-LD-20C-ZT22_S8_Bd21-v3-1.stringtie.count										196R
196RS6	Bd	Wk3	196R	ZT16	Bd21	LD	20C	S6	196R-Bd21-3-LD-20C-ZT16_S6_Bd21-v3-1.stringtie		16	/home/feng/data/syno3_PW/RNA-seq/Mapped_data/pipeline_rnaseq/196R/S6/196R-Bd21-3-LD-20C-ZT16_S6_Bd21-v3-1.stringtie.count										196R
